# -----------------------------------------------------------------------------
# TMdock - docking by full/partial structure alignment                V20160511
#										
# -----------------------------------------------------------------------------
#               Date / time : 2023:08:03 / 04:25:04
#       Number of templates : 12470
#            Alignment type : FSA
#                 Fast mode : on
#         Benchmarking mode : off
#     TMScore Normalized by : Length of the target
# -----------------------------------------------------------------------------
#
# Label                Score    TM-score1    TM-score2    FSC-score      iSeqID1      iSeqID2        dSASA         d_av       AACE18        SolEM     trgtLen1     trgtLen2    tmpltLen1    tmpltLen2      aliLen1      aliLen2         t[0]         t[1]         t[2]      u[0][0]      u[0][1]      u[0][2]      u[1][0]      u[1][1]      u[1][2]      u[2][0]      u[2][1]      u[2][2]
#
6tgyA30A9_12     3.90073e-03  3.52369e-01  2.71644e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66816e+01 -4.78553e+00  4.82646e-01 -6.49810e-01 -5.51765e-01 -5.22783e-01  7.07674e-01 -6.90173e-01 -1.51192e-01 -2.77388e-01 -4.68206e-01  8.38951e-01
6tgyA22A8_12     3.90073e-03  3.52372e-01  2.71642e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66815e+01 -4.78535e+00  4.82553e-01 -6.49806e-01 -5.51768e-01 -5.22785e-01  7.07674e-01 -6.90175e-01 -1.51181e-01 -2.77396e-01 -4.68200e-01  8.38952e-01
6tgyA10A7_12     3.90073e-03  3.52376e-01  2.71638e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66816e+01 -4.78554e+00  4.82799e-01 -6.49814e-01 -5.51766e-01 -5.22777e-01  7.07672e-01 -6.90175e-01 -1.51193e-01 -2.77384e-01 -4.68202e-01  8.38955e-01
6tgyA19A8_12     3.90072e-03  3.52369e-01  2.71643e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66818e+01 -4.78545e+00  4.82621e-01 -6.49810e-01 -5.51762e-01 -5.22786e-01  7.07674e-01 -6.90173e-01 -1.51195e-01 -2.77389e-01 -4.68210e-01  8.38949e-01
6tgyA37A9_12     3.90071e-03  3.52372e-01  2.71640e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66815e+01 -4.78529e+00  4.82661e-01 -6.49809e-01 -5.51774e-01 -5.22775e-01  7.07677e-01 -6.90172e-01 -1.51184e-01 -2.77385e-01 -4.68197e-01  8.38957e-01
6tgyA32A9_12     3.90070e-03  3.52370e-01  2.71640e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66818e+01 -4.78549e+00  4.82933e-01 -6.49807e-01 -5.51771e-01 -5.22781e-01  7.07676e-01 -6.90173e-01 -1.51182e-01 -2.77392e-01 -4.68199e-01  8.38954e-01
6tgyA46A1_12     3.90068e-03  3.52374e-01  2.71635e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66812e+01 -4.78542e+00  4.83245e-01 -6.49818e-01 -5.51779e-01 -5.22758e-01  7.07671e-01 -6.90178e-01 -1.51182e-01 -2.77377e-01 -4.68181e-01  8.38969e-01
6tgyA2A6_12      3.90067e-03  3.52372e-01  2.71636e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66817e+01 -4.78555e+00  4.83094e-01 -6.49813e-01 -5.51772e-01 -5.22772e-01  7.07672e-01 -6.90176e-01 -1.51184e-01 -2.77386e-01 -4.68192e-01  8.38959e-01
6tgyA26A8_12     3.90067e-03  3.52373e-01  2.71634e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66818e+01 -4.78559e+00  4.82987e-01 -6.49813e-01 -5.51765e-01 -5.22779e-01  7.07671e-01 -6.90176e-01 -1.51190e-01 -2.77388e-01 -4.68201e-01  8.38954e-01
6tgyA44A1_12     3.90067e-03  3.52372e-01  2.71635e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66818e+01 -4.78549e+00  4.82265e-01 -6.49804e-01 -5.51758e-01 -5.22797e-01  7.07678e-01 -6.90168e-01 -1.51199e-01 -2.77393e-01 -4.68222e-01  8.38941e-01
6tgyA27A8_12     3.90066e-03  3.52367e-01  2.71640e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66815e+01 -4.78580e+00  4.82914e-01 -6.49820e-01 -5.51763e-01 -5.22772e-01  7.07668e-01 -6.90178e-01 -1.51198e-01 -2.77380e-01 -4.68201e-01  8.38957e-01
6tgyA1A9_12      3.90066e-03  3.52372e-01  2.71635e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66816e+01 -4.78542e+00  4.82891e-01 -6.49811e-01 -5.51774e-01 -5.22772e-01  7.07675e-01 -6.90174e-01 -1.51184e-01 -2.77384e-01 -4.68194e-01  8.38959e-01
6tgyA9A7_12      3.90066e-03  3.52371e-01  2.71636e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66816e+01 -4.78574e+00  4.82814e-01 -6.49815e-01 -5.51761e-01 -5.22781e-01  7.07669e-01 -6.90178e-01 -1.51193e-01 -2.77389e-01 -4.68203e-01  8.38952e-01
6tgyA13A7_12     3.90066e-03  3.52370e-01  2.71637e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66812e+01 -4.78549e+00  4.83192e-01 -6.49822e-01 -5.51774e-01 -5.22759e-01  7.07668e-01 -6.90181e-01 -1.51186e-01 -2.77378e-01 -4.68184e-01  8.38967e-01
6tgyA48A1_12     3.90065e-03  3.52376e-01  2.71630e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66817e+01 -4.78500e+00  4.82313e-01 -6.49798e-01 -5.51772e-01 -5.22791e-01  7.07682e-01 -6.90168e-01 -1.51179e-01 -2.77397e-01 -4.68206e-01  8.38948e-01
6tgyA25A8_12     3.90065e-03  3.52369e-01  2.71636e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66817e+01 -4.78553e+00  4.82853e-01 -6.49810e-01 -5.51768e-01 -5.22780e-01  7.07671e-01 -6.90179e-01 -1.51177e-01 -2.77397e-01 -4.68193e-01  8.38955e-01
6tgyA52A1_12     3.90065e-03  3.52373e-01  2.71632e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66815e+01 -4.78557e+00  4.82624e-01 -6.49816e-01 -5.51763e-01 -5.22778e-01  7.07669e-01 -6.90179e-01 -1.51190e-01 -2.77389e-01 -4.68199e-01  8.38954e-01
6tgyA35A9_12     3.90064e-03  3.52373e-01  2.71632e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66816e+01 -4.78555e+00  4.82876e-01 -6.49809e-01 -5.51771e-01 -5.22778e-01  7.07677e-01 -6.90170e-01 -1.51191e-01 -2.77383e-01 -4.68203e-01  8.38954e-01
6tgyA53A1_12     3.90064e-03  3.52372e-01  2.71633e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66814e+01 -4.78577e+00  4.83287e-01 -6.49824e-01 -5.51769e-01 -5.22762e-01  7.07665e-01 -6.90182e-01 -1.51191e-01 -2.77378e-01 -4.68188e-01  8.38965e-01
6tgyA41A1_12     3.90064e-03  3.52372e-01  2.71632e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66818e+01 -4.78535e+00  4.82814e-01 -6.49809e-01 -5.51769e-01 -5.22781e-01  7.07676e-01 -6.90172e-01 -1.51189e-01 -2.77387e-01 -4.68203e-01  8.38953e-01
6tgyA34A9_12     3.90063e-03  3.52372e-01  2.71632e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66815e+01 -4.78531e+00  4.82584e-01 -6.49811e-01 -5.51768e-01 -5.22778e-01  7.07673e-01 -6.90175e-01 -1.51186e-01 -2.77389e-01 -4.68199e-01  8.38955e-01
6tgyA49A1_12     3.90063e-03  3.52372e-01  2.71632e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66815e+01 -4.78519e+00  4.82787e-01 -6.49808e-01 -5.51776e-01 -5.22773e-01  7.07677e-01 -6.90172e-01 -1.51182e-01 -2.77384e-01 -4.68194e-01  8.38959e-01
6tgyA54A1_12     3.90063e-03  3.52368e-01  2.71635e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66817e+01 -4.78563e+00  4.82558e-01 -6.49810e-01 -5.51761e-01 -5.22788e-01  7.07673e-01 -6.90173e-01 -1.51194e-01 -2.77391e-01 -4.68210e-01  8.38948e-01
6tgyA16A7_12     3.90062e-03  3.52374e-01  2.71628e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66818e+01 -4.78572e+00  4.82446e-01 -6.49811e-01 -5.51756e-01 -5.22792e-01  7.07672e-01 -6.90174e-01 -1.51199e-01 -2.77392e-01 -4.68216e-01  8.38944e-01
6tgyA4A6_12      3.90061e-03  3.52371e-01  2.71630e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66816e+01 -4.78545e+00  4.82745e-01 -6.49811e-01 -5.51770e-01 -5.22777e-01  7.07675e-01 -6.90172e-01 -1.51190e-01 -2.77384e-01 -4.68200e-01  8.38956e-01
6tgyA43A1_12     3.90060e-03  3.52375e-01  2.71626e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66815e+01 -4.78562e+00  4.82943e-01 -6.49815e-01 -5.51764e-01 -5.22778e-01  7.07668e-01 -6.90180e-01 -1.51186e-01 -2.77392e-01 -4.68196e-01  8.38955e-01
6tgyA6A6_12      3.90060e-03  3.52372e-01  2.71628e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66812e+01 -4.78524e+00  4.82946e-01 -6.49812e-01 -5.51781e-01 -5.22764e-01  7.07676e-01 -6.90174e-01 -1.51180e-01 -2.77380e-01 -4.68186e-01  8.38965e-01
6tgyA15A7_12     3.90056e-03  3.52370e-01  2.71627e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66818e+01 -4.78528e+00  4.82733e-01 -6.49807e-01 -5.51774e-01 -5.22777e-01  7.07677e-01 -6.90171e-01 -1.51183e-01 -2.77387e-01 -4.68197e-01  8.38957e-01
6tgyA42A1_12     3.90055e-03  3.52367e-01  2.71628e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66817e+01 -4.78554e+00  4.82583e-01 -6.49809e-01 -5.51765e-01 -5.22784e-01  7.07677e-01 -6.90168e-01 -1.51199e-01 -2.77383e-01 -4.68213e-01  8.38949e-01
6tgyA56A1_12     3.90054e-03  3.52368e-01  2.71627e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66815e+01 -4.78538e+00  4.82987e-01 -6.49809e-01 -5.51775e-01 -5.22774e-01  7.07676e-01 -6.90172e-01 -1.51184e-01 -2.77385e-01 -4.68195e-01  8.38958e-01
6tgyA47A1_12     3.90054e-03  3.52365e-01  2.71629e-01  1.63793e-01  9.67742e-02  0.00000e+00  6.60908e-04  0.00000e+00  1.92890e-01  4.00324e-02  9.50000e+01  2.60000e+01  1.04000e+02  1.04000e+02  7.10000e+01  2.60000e+01 -2.66817e+01 -4.78532e+00  4.82905e-01 -6.49810e-01 -5.51772e-01 -5.22776e-01  7.07673e-01 -6.90177e-01 -1.51179e-01 -2.77391e-01 -4.68192e-01  8.38958e-01
6sjjb1a1_21      3.89890e-03  3.37368e-01  2.98223e-01  1.70813e-01  1.05263e-01  0.00000e+00  2.96968e-03  0.00000e+00  1.78959e-01  2.23348e-02  9.50000e+01  2.60000e+01  1.59000e+02  1.61000e+02  8.10000e+01  2.30000e+01  5.14121e+00 -3.86303e+00 -3.90307e+00 -7.83683e-01 -5.01940e-01 -3.65920e-01 -8.60726e-02  6.71158e-01 -7.36301e-01  6.15169e-01 -5.45531e-01 -5.69178e-01
2j711A2A_12      3.89826e-03  4.98441e-01  2.27488e-01  1.45794e-01  2.43902e-02  5.00000e-02  2.13908e-04  0.00000e+00  1.64863e-01  1.09032e-02  9.50000e+01  2.60000e+01  1.02000e+02  1.02000e+02  7.60000e+01  2.50000e+01 -1.40558e+01 -1.04667e+01  3.53898e+01  2.63220e-01  8.21533e-01 -5.05766e-01 -9.49091e-01  3.14543e-01  1.69797e-02  1.73035e-01  4.75549e-01  8.62504e-01
6wzqA1B1_21      3.89329e-03  2.80947e-01  3.06516e-01  1.66994e-01  1.02941e-01  4.16667e-02  6.43667e-01  8.45338e-01  9.53688e-01  5.49349e-01  9.50000e+01  2.60000e+01  1.14000e+02  1.14000e+02  7.00000e+01  2.40000e+01  2.69115e+00 -2.01422e+01  3.02194e+00 -9.86481e-01 -5.90679e-03 -1.63770e-01  1.38921e-01 -5.60253e-01 -8.16589e-01 -8.69294e-02 -8.28301e-01  5.53499e-01
5ug4A1C1_12      3.87184e-03  3.40103e-01  3.17111e-01  1.03380e-01  6.06061e-02  8.33333e-02  2.30676e-03  4.71034e-03  2.44215e-01  7.09721e-02  9.50000e+01  2.60000e+01  1.70000e+02  1.71000e+02  6.60000e+01  2.40000e+01  1.23948e+01  4.68981e-01  1.06538e+01 -4.45263e-01 -8.41801e-01 -3.05142e-01  8.95069e-01 -4.27718e-01 -1.26132e-01 -2.43369e-02 -3.29285e-01  9.43917e-01
3ba31A1B_21      3.87159e-03  3.31458e-01  2.61820e-01  1.53558e-01  8.00000e-02  1.90476e-01  7.95109e-02  1.32622e-01  3.26407e-01  1.40772e-01  9.50000e+01  2.60000e+01  1.42000e+02  1.41000e+02  8.10000e+01  2.60000e+01 -4.61666e-01  2.50423e+00 -5.70876e+00 -5.14782e-01 -7.21306e-01  4.63375e-01 -1.87033e-01  6.21961e-01  7.60384e-01 -8.36671e-01  3.04765e-01 -4.55082e-01
2x9a1C1D_12      3.86790e-03  2.20031e-01  2.29328e-01  1.29032e-01  5.55556e-02  4.00000e-02  1.59005e-01  1.80206e-01  4.67596e-01  2.40162e-01  9.50000e+01  2.60000e+01  6.10000e+01  9.00000e+01  5.40000e+01  2.50000e+01  1.68689e+00  8.31595e+00  7.94076e+00  1.77471e-02  5.44455e-01 -8.38602e-01 -6.06289e-01  6.72798e-01  4.23977e-01  7.95046e-01  5.00911e-01  3.42037e-01
1k4z1A2A_12      3.85687e-03  3.05902e-01  3.26128e-01  1.70431e-01  1.42857e-01  1.81818e-01  3.82186e-01  6.02420e-01  7.42068e-01  3.83235e-01  9.50000e+01  2.60000e+01  1.57000e+02  1.57000e+02  8.60000e+01  2.20000e+01 -6.51127e+00 -1.07877e+01  4.88049e+00  7.19720e-01  4.42484e-01 -5.34987e-01 -6.78694e-01  6.10702e-01 -4.07943e-01  1.46210e-01  6.56697e-01  7.39846e-01
1v051A2A_12      3.84752e-03  5.83511e-01  2.85841e-01  2.44879e-01  1.38889e-01  0.00000e+00  9.86155e-02  3.11357e-01  3.30690e-01  1.00141e-01  9.50000e+01  2.60000e+01  9.60000e+01  9.60000e+01  8.50000e+01  2.30000e+01 -5.69672e+00 -1.38009e+00  1.07866e+01 -4.71804e-01 -8.82556e-02 -8.77275e-01  7.67127e-01 -5.31576e-01 -3.59088e-01 -4.34647e-01 -8.42400e-01  3.18503e-01
3rnq1B1A_12      3.84194e-03  5.66892e-01  2.71701e-01  2.66234e-01  1.07143e-01  1.25000e-01  2.96255e-01  4.10852e-01  2.62770e-01  2.28226e-01  9.50000e+01  2.60000e+01  1.84000e+02  1.12000e+02  7.80000e+01  2.50000e+01 -1.12303e+01 -2.44940e+01  1.94235e+00 -3.76772e-01 -9.16725e-01  1.32882e-01  6.91465e-02 -1.70888e-01 -9.82861e-01  9.23722e-01 -3.61126e-01  1.27774e-01
6fxnC1I1_21      3.83515e-03  5.83519e-01  2.76975e-01  8.83117e-02  3.57143e-02  0.00000e+00  2.25260e-05  1.25771e-02  1.77154e-01  1.73877e-02  9.50000e+01  2.60000e+01  2.10000e+02  1.44000e+02  8.60000e+01  2.40000e+01 -1.30545e+01  7.76352e+00  1.87043e+01  4.31616e-01  5.35141e-01 -7.26176e-01 -1.36783e-01 -7.56887e-01 -6.39072e-01 -8.91627e-01  3.75162e-01 -2.53486e-01
6tutA1I1_12      3.83291e-03  4.68179e-01  3.15124e-01  1.87984e-01  1.38889e-01  1.90476e-01  6.22781e-03  8.61130e-02  1.45443e-01  4.90514e-02  9.50000e+01  2.60000e+01  1.39000e+03  4.30000e+01  8.50000e+01  2.60000e+01  7.64145e+00  5.86658e-01 -9.82210e+00 -9.71239e-01 -2.20883e-01 -8.89175e-02 -6.79130e-02 -1.00946e-01  9.92571e-01 -2.28218e-01  9.70062e-01  8.30419e-02
1nch0A0B_21      3.83162e-03  5.40332e-01  2.21864e-01  1.02314e-01  1.78571e-01  4.54545e-02  3.60031e-05  0.00000e+00  1.69038e-01  2.80107e-02  9.50000e+01  2.60000e+01  1.00000e+02  9.80000e+01  8.40000e+01  2.60000e+01  2.25237e+00 -9.58304e+00  1.65175e+01 -4.71431e-01  3.61347e-01  8.04476e-01 -7.62890e-01  2.90546e-01 -5.77566e-01 -4.42439e-01 -8.86009e-01  1.38696e-01
3se41A1B_12      3.82595e-03  6.72317e-01  2.37148e-01  3.43547e-02  1.25000e-01  1.11111e-01  1.73839e-04  8.25338e-03  1.86543e-01  1.32557e-02  9.50000e+01  2.60000e+01  2.85000e+02  1.43000e+02  8.90000e+01  2.60000e+01  1.06726e+01 -4.88878e+01 -4.11553e+00 -2.63169e-01  8.88845e-01 -3.75096e-01  4.86508e-01 -2.13474e-01 -8.47195e-01 -8.33098e-01 -4.05443e-01 -3.76250e-01
2ego0A0B_21      3.81187e-03  3.22263e-01  2.20764e-01  2.41071e-01  4.65116e-02  1.11111e-01  2.24817e-03  1.42134e-02  1.55532e-01  9.47397e-03  9.50000e+01  2.60000e+01  9.00000e+01  8.80000e+01  6.90000e+01  2.60000e+01  2.56104e+01  1.63149e+01 -2.51497e+01 -5.25044e-01 -8.84274e-03  8.51029e-01  5.80976e-01  7.26994e-01  3.65988e-01 -6.21929e-01  6.86587e-01 -3.76566e-01
6wj2A1D1_21      3.80866e-03  2.94850e-01  2.17549e-01  1.67093e-01  4.54545e-02  0.00000e+00  4.61732e-01  6.54357e-01  8.87387e-01  4.12682e-01  9.50000e+01  2.60000e+01  9.40000e+01  9.60000e+01  6.50000e+01  2.60000e+01  3.95753e+00  4.60461e+00  1.20451e+01 -9.64079e-01 -2.59338e-01  5.74056e-02  2.64887e-01 -9.54706e-01  1.35537e-01  1.96557e-02  1.45874e-01  9.89108e-01
2aqp0A0B_12      3.80477e-03  5.29952e-01  3.48804e-01  4.96536e-02  5.88235e-02  1.05263e-01  2.63071e-08  0.00000e+00  1.79107e-01  1.58004e-02  9.50000e+01  2.60000e+01  1.55000e+02  1.55000e+02  8.80000e+01  2.60000e+01  3.24230e+01  1.44560e+01 -2.30237e+00  1.08921e-01  8.11470e-01  5.74155e-01  9.58147e-01 -2.39534e-01  1.56773e-01  2.64746e-01  5.33049e-01 -8.03597e-01
6rpjC1E1_12      3.78808e-03  6.34817e-01  2.74214e-01  4.83193e-02  4.00000e-02  0.00000e+00  7.10181e-07  0.00000e+00  1.78116e-01  1.47420e-02  9.50000e+01  2.60000e+01  1.18000e+02  1.19000e+02  8.60000e+01  2.40000e+01  5.89046e+00  2.98107e+00  1.12975e+01  3.11807e-02  8.25881e-01  5.62982e-01  8.85357e-01  2.38580e-01 -3.99026e-01 -4.63864e-01  5.10882e-01 -7.23760e-01
6z2mA1C1_21      3.78433e-03  5.97713e-01  2.70819e-01  7.41688e-02  4.54545e-02  0.00000e+00  6.90566e-07  0.00000e+00  1.66284e-01  1.53122e-02  9.50000e+01  2.60000e+01  2.19000e+02  1.97000e+02  8.80000e+01  2.30000e+01 -2.29525e+01  2.10026e+01  2.75451e+01  2.44273e-02 -4.46633e-01 -8.94384e-01  1.44176e-01 -8.83724e-01  4.45248e-01 -9.89251e-01 -1.39825e-01  4.28066e-02
2jh21A1B_12      3.78283e-03  5.83185e-01  2.61891e-01  6.66667e-02  1.86047e-01  5.88235e-02  1.97727e-06  0.00000e+00  1.64655e-01  1.23572e-02  9.50000e+01  2.60000e+01  1.33000e+02  1.34000e+02  9.00000e+01  2.20000e+01 -2.08908e+01  1.99449e+00  7.15940e-01  1.14559e-01  8.90670e-01 -4.39980e-01  9.93283e-01 -1.09966e-01  3.60151e-02 -1.63054e-02 -4.41150e-01 -8.97285e-01
3rq31A1B_12      3.77997e-03  5.73173e-01  2.20059e-01  1.82197e-01  4.87805e-02  7.69231e-02  1.00544e-02  2.06901e-01  3.73883e-01  7.70967e-02  9.50000e+01  2.60000e+01  1.07000e+02  1.07000e+02  8.30000e+01  2.30000e+01 -1.41146e+01 -7.97641e+00  4.93184e+00 -8.88133e-01 -4.19953e-01 -1.86706e-01 -3.06535e-01  8.43969e-01 -4.40174e-01  3.42427e-01 -3.33701e-01 -8.78287e-01
3oci1A1B_12      3.75329e-03  4.08467e-01  2.76425e-01  9.01071e-02  8.77193e-02  1.73913e-01  1.33938e-03  1.06392e-02  2.45287e-01  3.62444e-02  9.50000e+01  2.60000e+01  1.79000e+02  1.80000e+02  6.50000e+01  2.40000e+01 -6.62332e-01 -3.39615e+00  3.30089e+00  1.88247e-02  1.69647e-01 -9.85325e-01  4.93220e-01 -8.58818e-01 -1.38443e-01 -8.69701e-01 -4.83375e-01 -9.98404e-02
6z2mA1B1_21      3.73146e-03  5.97803e-01  2.70819e-01  7.18475e-02  7.31707e-02  0.00000e+00  3.38049e-09  0.00000e+00  1.62917e-01  1.22605e-02  9.50000e+01  2.60000e+01  2.16000e+02  1.97000e+02  8.90000e+01  2.30000e+01  1.79033e+01  2.45480e+01  1.47529e+01  4.99855e-02  2.44301e-01  9.68410e-01 -7.72350e-01 -6.05305e-01  1.92566e-01  6.33227e-01 -7.57578e-01  1.58429e-01
3fd41A1B_21      3.72936e-03  2.85912e-01  2.46798e-01  1.38462e-01  1.19048e-01  1.36364e-01  1.07915e-02  1.04958e-01  4.03258e-01  1.14021e-01  9.50000e+01  2.60000e+01  1.47000e+02  1.40000e+02  7.40000e+01  2.60000e+01 -1.78855e+01  1.90926e+01  4.92445e+00 -4.86028e-01 -3.01661e-01 -8.20230e-01 -6.71104e-01  7.30022e-01  1.29178e-01  5.59818e-01  6.13244e-01 -5.57257e-01
6cx8E1F1_12      3.72229e-03  3.31223e-01  3.18895e-01  1.03349e-01  6.45161e-02  8.33333e-02  3.51976e-03  0.00000e+00  2.29233e-01  6.89498e-02  9.50000e+01  2.60000e+01  1.70000e+02  1.69000e+02  6.80000e+01  2.40000e+01  1.24314e+01  3.08815e-03  1.03456e+01 -4.80874e-01 -8.32724e-01 -2.74464e-01  8.76757e-01 -4.53988e-01 -1.58717e-01  7.56413e-03 -3.16962e-01  9.48408e-01
6lx3J1P1_21      3.72066e-03  5.77434e-01  3.54783e-01  8.75000e-02  2.27273e-02  0.00000e+00  6.17142e-04  3.78147e-02  1.55328e-01  3.79464e-02  9.50000e+01  2.60000e+01  5.09000e+02  1.28000e+02  9.00000e+01  2.60000e+01 -1.29609e+01  1.29536e+00  1.80302e+01 -1.31743e-01 -7.30602e-01  6.69974e-01  4.22053e-02 -6.79386e-01 -7.32566e-01  9.90385e-01 -6.82340e-02  1.20340e-01
